user_id,date,source,plan
42,2023-05-31,organico,premium
42,2023-06-30,organico,premium
42,2023-07-31,organico,premium
42,2023-08-31,organico,premium
42,2023-09-30,organico,premium
42,2023-10-31,organico,premium
42,2023-11-30,organico,premium
43,2023-01-31,indicacao,free
43,2023-02-28,indicacao,free
43,2023-03-31,indicacao,free
43,2023-04-30,indicacao,free
43,2023-05-31,indicacao,free
43,2023-06-30,indicacao,free
43,2023-07-31,indicacao,free
44,2023-05-31,organico,free
44,2023-06-30,organico,free
45,2023-05-31,organico,premium
45,2023-06-30,organico,premium
45,2023-07-31,organico,premium
45,2023-08-31,organico,premium
45,2023-09-30,organico,premium
45,2023-10-31,organico,premium
45,2023-11-30,organico,premium
46,2023-04-30,organico,free
47,2023-06-30,organico,free
47,2023-07-30,organico,free
47,2023-08-30,organico,free
47,2023-09-30,organico,free
47,2023-10-30,organico,free
47,2023-11-30,organico,free
48,2023-06-30,organico,free
49,2023-09-30,organico,free
49,2023-10-30,organico,free
49,2023-11-30,organico,free
50,2023-04-30,organico,free
50,2023-05-30,organico,free
50,2023-06-30,organico,free
50,2023-07-30,organico,free
50,2023-08-30,organico,free
50,2023-09-30,organico,free
50,2023-10-30,organico,free
50,2023-11-30,organico,free
50,2023-12-30,organico,free
51,2023-03-31,ads,free
51,2023-04-30,ads,free
51,2023-05-31,ads,free
51,2023-06-30,ads,free
51,2023-07-31,ads,free
51,2023-08-31,ads,free
51,2023-09-30,ads,free
52,2023-04-30,indicacao,free
52,2023-05-30,indicacao,free
52,2023-06-30,indicacao,free
52,2023-07-30,indicacao,free
52,2023-08-30,indicacao,free
52,2023-09-30,indicacao,free
52,2023-10-30,indicacao,free
53,2023-02-28,ads,free
53,2023-03-28,ads,free
53,2023-04-28,ads,free
53,2023-05-28,ads,free
53,2023-06-28,ads,free
53,2023-07-28,ads,free
53,2023-08-28,ads,free
53,2023-09-28,ads,free
53,2023-10-28,ads,free
54,2023-09-30,organico,free
54,2023-10-30,organico,free
54,2023-11-30,organico,free
54,2023-12-30,organico,free
55,2023-03-31,organico,free
55,2023-04-30,organico,free
55,2023-05-31,organico,free
55,2023-06-30,organico,free
55,2023-07-31,organico,free
55,2023-08-31,organico,free
55,2023-09-30,organico,free
55,2023-10-31,organico,free
55,2023-11-30,organico,free
56,2023-04-30,organico,free
56,2023-05-30,organico,free
56,2023-06-30,organico,free
56,2023-07-30,organico,free
56,2023-08-30,organico,free
57,2023-05-31,ads,free
57,2023-06-30,ads,free
57,2023-07-31,ads,free
57,2023-08-31,ads,free
57,2023-09-30,ads,free
57,2023-10-31,ads,free
57,2023-11-30,ads,free
57,2023-12-31,ads,free
58,2023-03-31,ads,premium
58,2023-04-30,ads,premium
58,2023-05-31,ads,premium
58,2023-06-30,ads,premium
59,2023-08-31,organico,premium
59,2023-09-30,organico,premium
59,2023-10-31,organico,premium
59,2023-11-30,organico,premium
60,2023-11-30,indicacao,free
60,2023-12-30,indicacao,free
61,2023-04-30,organico,free
61,2023-05-30,organico,free
61,2023-06-30,organico,free
61,2023-07-30,organico,free
61,2023-08-30,organico,free
61,2023-09-30,organico,free
61,2023-10-30,organico,free
61,2023-11-30,organico,free
61,2023-12-30,organico,free
62,2023-03-31,indicacao,free
62,2023-04-30,indicacao,free
63,2023-02-28,ads,free
63,2023-03-28,ads,free
63,2023-04-28,ads,free
63,2023-05-28,ads,free
63,2023-06-28,ads,free
63,2023-07-28,ads,free
63,2023-08-28,ads,free
63,2023-09-28,ads,free
63,2023-10-28,ads,free
64,2023-04-30,ads,free
64,2023-05-30,ads,free
64,2023-06-30,ads,free
64,2023-07-30,ads,free
64,2023-08-30,ads,free
65,2023-04-30,organico,free
65,2023-05-30,organico,free
65,2023-06-30,organico,free
66,2023-01-31,organico,free
66,2023-02-28,organico,free
66,2023-03-31,organico,free
66,2023-04-30,organico,free
66,2023-05-31,organico,free
66,2023-06-30,organico,free
66,2023-07-31,organico,free
66,2023-08-31,organico,free
66,2023-09-30,organico,free
66,2023-10-31,organico,free
66,2023-11-30,organico,free
67,2023-03-31,ads,free
67,2023-04-30,ads,free
67,2023-05-31,ads,free
67,2023-06-30,ads,free
67,2023-07-31,ads,free
67,2023-08-31,ads,free
68,2023-06-30,organico,premium
68,2023-07-30,organico,premium
68,2023-08-30,organico,premium
68,2023-09-30,organico,premium
68,2023-10-30,organico,premium
68,2023-11-30,organico,premium
68,2023-12-30,organico,premium
69,2023-11-30,ads,free
70,2023-05-31,organico,free
70,2023-06-30,organico,free
70,2023-07-31,organico,free
70,2023-08-31,organico,free
71,2023-03-31,ads,free
71,2023-04-30,ads,free
71,2023-05-31,ads,free
71,2023-06-30,ads,free
71,2023-07-31,ads,free
72,2023-06-30,organico,free
72,2023-07-30,organico,free
72,2023-08-30,organico,free
72,2023-09-30,organico,free
72,2023-10-30,organico,free
72,2023-11-30,organico,free
72,2023-12-30,organico,free
73,2023-01-31,organico,free
74,2023-04-30,organico,free
74,2023-05-30,organico,free
74,2023-06-30,organico,free
74,2023-07-30,organico,free
74,2023-08-30,organico,free
74,2023-09-30,organico,free
74,2023-10-30,organico,free
75,2023-01-31,organico,free
75,2023-02-28,organico,free
75,2023-03-31,organico,free
75,2023-04-30,organico,free
75,2023-05-31,organico,free
75,2023-06-30,organico,free
75,2023-07-31,organico,free
75,2023-08-31,organico,free
75,2023-09-30,organico,free
76,2023-10-31,indicacao,free
76,2023-11-30,indicacao,free
76,2023-12-31,indicacao,free
77,2023-08-31,organico,free
77,2023-09-30,organico,free
77,2023-10-31,organico,free
77,2023-11-30,organico,free
77,2023-12-31,organico,free
78,2023-02-28,organico,free
78,2023-03-28,organico,free
78,2023-04-28,organico,free
78,2023-05-28,organico,free
78,2023-06-28,organico,free
78,2023-07-28,organico,free
78,2023-08-28,organico,free
78,2023-09-28,organico,free
78,2023-10-28,organico,free
78,2023-11-28,organico,free
79,2023-01-31,ads,free
79,2023-02-28,ads,free
79,2023-03-31,ads,free
79,2023-04-30,ads,free
79,2023-05-31,ads,free
79,2023-06-30,ads,free
80,2023-07-31,organico,premium
80,2023-08-31,organico,premium
80,2023-09-30,organico,premium
81,2023-02-28,ads,premium
81,2023-03-28,ads,premium
81,2023-04-28,ads,premium
81,2023-05-28,ads,premium
81,2023-06-28,ads,premium
81,2023-07-28,ads,premium
81,2023-08-28,ads,premium
81,2023-09-28,ads,premium
81,2023-10-28,ads,premium
81,2023-11-28,ads,premium
82,2023-07-31,organico,free
83,2023-08-31,ads,free
83,2023-09-30,ads,free
83,2023-10-31,ads,free
84,2023-07-31,organico,free
84,2023-08-31,organico,free
84,2023-09-30,organico,free
84,2023-10-31,organico,free
84,2023-11-30,organico,free
84,2023-12-31,organico,free
85,2023-06-30,organico,free
85,2023-07-30,organico,free
85,2023-08-30,organico,free
85,2023-09-30,organico,free
85,2023-10-30,organico,free
85,2023-11-30,organico,free
86,2023-10-31,ads,free
86,2023-11-30,ads,free
86,2023-12-31,ads,free
87,2023-06-30,organico,free
87,2023-07-30,organico,free
87,2023-08-30,organico,free
87,2023-09-30,organico,free
87,2023-10-30,organico,free
88,2023-01-31,ads,free
88,2023-02-28,ads,free
88,2023-03-31,ads,free
88,2023-04-30,ads,free
88,2023-05-31,ads,free
89,2023-07-31,organico,free
89,2023-08-31,organico,free
89,2023-09-30,organico,free
89,2023-10-31,organico,free
90,2023-03-31,ads,free
90,2023-04-30,ads,free
91,2023-12-31,ads,free
92,2023-03-31,organico,free
92,2023-04-30,organico,free
92,2023-05-31,organico,free
92,2023-06-30,organico,free
92,2023-07-31,organico,free
93,2023-10-31,indicacao,premium
93,2023-11-30,indicacao,premium
93,2023-12-31,indicacao,premium
94,2023-12-31,organico,free
95,2023-02-28,organico,free
95,2023-03-28,organico,free
95,2023-04-28,organico,free
95,2023-05-28,organico,free
95,2023-06-28,organico,free
95,2023-07-28,organico,free
95,2023-08-28,organico,free
95,2023-09-28,organico,free
95,2023-10-28,organico,free
96,2023-08-31,indicacao,free
96,2023-09-30,indicacao,free
96,2023-10-31,indicacao,free
96,2023-11-30,indicacao,free
96,2023-12-31,indicacao,free
97,2023-05-31,ads,free
97,2023-06-30,ads,free
97,2023-07-31,ads,free
97,2023-08-31,ads,free
97,2023-09-30,ads,free
97,2023-10-31,ads,free
97,2023-11-30,ads,free
97,2023-12-31,ads,free
98,2023-03-31,ads,free
98,2023-04-30,ads,free
98,2023-05-31,ads,free
98,2023-06-30,ads,free
98,2023-07-31,ads,free
99,2023-01-31,organico,premium
99,2023-02-28,organico,premium
99,2023-03-31,organico,premium
99,2023-04-30,organico,premium
99,2023-05-31,organico,premium
100,2023-12-31,organico,free
101,2023-07-31,organico,free
101,2023-08-31,organico,free
101,2023-09-30,organico,free
101,2023-10-31,organico,free
101,2023-11-30,organico,free
102,2023-07-31,organico,premium
102,2023-08-31,organico,premium
102,2023-09-30,organico,premium
102,2023-10-31,organico,premium
103,2023-02-28,organico,free
103,2023-03-28,organico,free
103,2023-04-28,organico,free
104,2023-10-31,organico,free
104,2023-11-30,organico,free
104,2023-12-31,organico,free
105,2023-08-31,indicacao,premium
105,2023-09-30,indicacao,premium
105,2023-10-31,indicacao,premium
105,2023-11-30,indicacao,premium
105,2023-12-31,indicacao,premium
106,2023-04-30,organico,free
107,2023-01-31,ads,premium
107,2023-02-28,ads,premium
107,2023-03-31,ads,premium
108,2023-01-31,indicacao,premium
108,2023-02-28,indicacao,premium
109,2023-03-31,ads,free
109,2023-04-30,ads,free
109,2023-05-31,ads,free
109,2023-06-30,ads,free
109,2023-07-31,ads,free
109,2023-08-31,ads,free
109,2023-09-30,ads,free
109,2023-10-31,ads,free
109,2023-11-30,ads,free
109,2023-12-31,ads,free
110,2023-08-31,organico,free
110,2023-09-30,organico,free
111,2023-03-31,organico,free
111,2023-04-30,organico,free
111,2023-05-31,organico,free
111,2023-06-30,organico,free
111,2023-07-31,organico,free
112,2023-02-28,ads,premium
112,2023-03-28,ads,premium
112,2023-04-28,ads,premium
112,2023-05-28,ads,premium
113,2023-09-30,ads,free
113,2023-10-30,ads,free
113,2023-11-30,ads,free
113,2023-12-30,ads,free
114,2023-05-31,ads,premium
115,2023-03-31,organico,free
115,2023-04-30,organico,free
115,2023-05-31,organico,free
115,2023-06-30,organico,free
115,2023-07-31,organico,free
115,2023-08-31,organico,free
115,2023-09-30,organico,free
116,2023-08-31,ads,free
117,2023-07-31,ads,free
117,2023-08-31,ads,free
117,2023-09-30,ads,free
117,2023-10-31,ads,free
117,2023-11-30,ads,free
117,2023-12-31,ads,free
118,2023-01-31,organico,free
118,2023-02-28,organico,free
118,2023-03-31,organico,free
118,2023-04-30,organico,free
118,2023-05-31,organico,free
118,2023-06-30,organico,free
118,2023-07-31,organico,free
118,2023-08-31,organico,free
118,2023-09-30,organico,free
119,2023-06-30,organico,free
119,2023-07-30,organico,free
119,2023-08-30,organico,free
119,2023-09-30,organico,free
120,2023-12-31,indicacao,premium
121,2023-07-31,indicacao,free
121,2023-08-31,indicacao,free
121,2023-09-30,indicacao,free
121,2023-10-31,indicacao,free
122,2023-03-31,organico,free
122,2023-04-30,organico,free
122,2023-05-31,organico,free
122,2023-06-30,organico,free
122,2023-07-31,organico,free
123,2023-03-31,ads,free
123,2023-04-30,ads,free
123,2023-05-31,ads,free
123,2023-06-30,ads,free
123,2023-07-31,ads,free
124,2023-04-30,indicacao,free
124,2023-05-30,indicacao,free
124,2023-06-30,indicacao,free
124,2023-07-30,indicacao,free
124,2023-08-30,indicacao,free
124,2023-09-30,indicacao,free
124,2023-10-30,indicacao,free
125,2023-05-31,organico,free
125,2023-06-30,organico,free
125,2023-07-31,organico,free
125,2023-08-31,organico,free
125,2023-09-30,organico,free
125,2023-10-31,organico,free
125,2023-11-30,organico,free
125,2023-12-31,organico,free
126,2023-05-31,ads,free
126,2023-06-30,ads,free
126,2023-07-31,ads,free
126,2023-08-31,ads,free
126,2023-09-30,ads,free
126,2023-10-31,ads,free
126,2023-11-30,ads,free
126,2023-12-31,ads,free
127,2023-02-28,indicacao,free
127,2023-03-28,indicacao,free
127,2023-04-28,indicacao,free
127,2023-05-28,indicacao,free
127,2023-06-28,indicacao,free
127,2023-07-28,indicacao,free
127,2023-08-28,indicacao,free
127,2023-09-28,indicacao,free
127,2023-10-28,indicacao,free
127,2023-11-28,indicacao,free
128,2023-12-31,ads,premium
129,2023-10-31,organico,premium
129,2023-11-30,organico,premium
130,2023-05-31,organico,free
130,2023-06-30,organico,free
130,2023-07-31,organico,free
130,2023-08-31,organico,free
130,2023-09-30,organico,free
130,2023-10-31,organico,free
130,2023-11-30,organico,free
130,2023-12-31,organico,free
131,2023-01-31,ads,free
131,2023-02-28,ads,free
131,2023-03-31,ads,free
131,2023-04-30,ads,free
131,2023-05-31,ads,free
131,2023-06-30,ads,free
131,2023-07-31,ads,free
132,2023-09-30,organico,free
132,2023-10-30,organico,free
132,2023-11-30,organico,free
133,2023-12-31,organico,free
134,2023-03-31,organico,free
134,2023-04-30,organico,free
135,2023-12-31,organico,free
136,2023-09-30,ads,free
136,2023-10-30,ads,free
136,2023-11-30,ads,free
136,2023-12-30,ads,free
137,2023-12-31,organico,premium
138,2023-05-31,indicacao,free
138,2023-06-30,indicacao,free
138,2023-07-31,indicacao,free
138,2023-08-31,indicacao,free
138,2023-09-30,indicacao,free
139,2023-06-30,indicacao,premium
139,2023-07-30,indicacao,premium
139,2023-08-30,indicacao,premium
139,2023-09-30,indicacao,premium
140,2023-03-31,ads,free
140,2023-04-30,ads,free
140,2023-05-31,ads,free
140,2023-06-30,ads,free
140,2023-07-31,ads,free
140,2023-08-31,ads,free
140,2023-09-30,ads,free
140,2023-10-31,ads,free
140,2023-11-30,ads,free
141,2023-01-31,ads,free
141,2023-02-28,ads,free
141,2023-03-31,ads,free
141,2023-04-30,ads,free
141,2023-05-31,ads,free
142,2023-06-30,organico,premium
142,2023-07-30,organico,premium
142,2023-08-30,organico,premium
142,2023-09-30,organico,premium
142,2023-10-30,organico,premium
142,2023-11-30,organico,premium
142,2023-12-30,organico,premium
143,2023-11-30,organico,premium
143,2023-12-30,organico,premium
144,2023-06-30,organico,free
144,2023-07-30,organico,free
144,2023-08-30,organico,free
144,2023-09-30,organico,free
144,2023-10-30,organico,free
144,2023-11-30,organico,free
144,2023-12-30,organico,free
145,2023-10-31,organico,free
145,2023-11-30,organico,free
145,2023-12-31,organico,free
146,2023-12-31,organico,free
147,2023-04-30,indicacao,free
148,2023-09-30,organico,premium
148,2023-10-30,organico,premium
148,2023-11-30,organico,premium
149,2023-06-30,indicacao,free
149,2023-07-30,indicacao,free
149,2023-08-30,indicacao,free
149,2023-09-30,indicacao,free
149,2023-10-30,indicacao,free
149,2023-11-30,indicacao,free
149,2023-12-30,indicacao,free
150,2023-02-28,organico,premium
150,2023-03-28,organico,premium
150,2023-04-28,organico,premium
150,2023-05-28,organico,premium
150,2023-06-28,organico,premium
150,2023-07-28,organico,premium
150,2023-08-28,organico,premium
150,2023-09-28,organico,premium
150,2023-10-28,organico,premium
150,2023-11-28,organico,premium
150,2023-12-28,organico,premium
151,2023-05-31,organico,free
152,2023-02-28,indicacao,free
152,2023-03-28,indicacao,free
152,2023-04-28,indicacao,free
152,2023-05-28,indicacao,free
152,2023-06-28,indicacao,free
153,2023-10-31,organico,premium
153,2023-11-30,organico,premium
153,2023-12-31,organico,premium
154,2023-01-31,ads,free
154,2023-02-28,ads,free
154,2023-03-31,ads,free
155,2023-01-31,organico,free
156,2023-05-31,indicacao,premium
156,2023-06-30,indicacao,premium
156,2023-07-31,indicacao,premium
156,2023-08-31,indicacao,premium
156,2023-09-30,indicacao,premium
157,2023-07-31,ads,premium
157,2023-08-31,ads,premium
157,2023-09-30,ads,premium
157,2023-10-31,ads,premium
157,2023-11-30,ads,premium
157,2023-12-31,ads,premium
158,2023-03-31,organico,free
159,2023-03-31,organico,free
160,2023-01-31,ads,free
160,2023-02-28,ads,free
160,2023-03-31,ads,free
160,2023-04-30,ads,free
160,2023-05-31,ads,free
160,2023-06-30,ads,free
160,2023-07-31,ads,free
160,2023-08-31,ads,free
161,2023-07-31,ads,free
161,2023-08-31,ads,free
161,2023-09-30,ads,free
161,2023-10-31,ads,free
161,2023-11-30,ads,free
161,2023-12-31,ads,free
162,2023-03-31,organico,premium
162,2023-04-30,organico,premium
162,2023-05-31,organico,premium
162,2023-06-30,organico,premium
162,2023-07-31,organico,premium
162,2023-08-31,organico,premium
163,2023-12-31,organico,premium
164,2023-01-31,organico,free
164,2023-02-28,organico,free
164,2023-03-31,organico,free
164,2023-04-30,organico,free
164,2023-05-31,organico,free
165,2023-05-31,ads,premium
165,2023-06-30,ads,premium
165,2023-07-31,ads,premium
165,2023-08-31,ads,premium
165,2023-09-30,ads,premium
165,2023-10-31,ads,premium
165,2023-11-30,ads,premium
166,2023-06-30,ads,premium
166,2023-07-30,ads,premium
167,2023-02-28,ads,free
167,2023-03-28,ads,free
167,2023-04-28,ads,free
168,2023-02-28,organico,free
168,2023-03-28,organico,free
168,2023-04-28,organico,free
168,2023-05-28,organico,free
168,2023-06-28,organico,free
168,2023-07-28,organico,free
168,2023-08-28,organico,free
168,2023-09-28,organico,free
169,2023-12-31,organico,free
170,2023-05-31,ads,free
171,2023-10-31,ads,free
171,2023-11-30,ads,free
171,2023-12-31,ads,free
172,2023-02-28,ads,free
172,2023-03-28,ads,free
172,2023-04-28,ads,free
172,2023-05-28,ads,free
172,2023-06-28,ads,free
172,2023-07-28,ads,free
172,2023-08-28,ads,free
172,2023-09-28,ads,free
172,2023-10-28,ads,free
172,2023-11-28,ads,free
172,2023-12-28,ads,free
173,2023-11-30,organico,free
173,2023-12-30,organico,free
174,2023-07-31,organico,free
174,2023-08-31,organico,free
174,2023-09-30,organico,free
174,2023-10-31,organico,free
174,2023-11-30,organico,free
174,2023-12-31,organico,free
175,2023-08-31,organico,free
175,2023-09-30,organico,free
175,2023-10-31,organico,free
175,2023-11-30,organico,free
175,2023-12-31,organico,free
176,2023-03-31,ads,free
176,2023-04-30,ads,free
177,2023-10-31,organico,premium
177,2023-11-30,organico,premium
178,2023-12-31,organico,free
179,2023-01-31,organico,free
179,2023-02-28,organico,free
180,2023-01-31,organico,free
180,2023-02-28,organico,free
180,2023-03-31,organico,free
180,2023-04-30,organico,free
180,2023-05-31,organico,free
180,2023-06-30,organico,free
180,2023-07-31,organico,free
180,2023-08-31,organico,free
180,2023-09-30,organico,free
181,2023-10-31,ads,free
181,2023-11-30,ads,free
181,2023-12-31,ads,free
182,2023-11-30,indicacao,free
182,2023-12-30,indicacao,free
183,2023-04-30,ads,free
183,2023-05-30,ads,free
183,2023-06-30,ads,free
183,2023-07-30,ads,free
184,2023-08-31,organico,free
184,2023-09-30,organico,free
184,2023-10-31,organico,free
184,2023-11-30,organico,free
184,2023-12-31,organico,free
185,2023-08-31,ads,free
185,2023-09-30,ads,free
185,2023-10-31,ads,free
185,2023-11-30,ads,free
185,2023-12-31,ads,free
186,2023-08-31,organico,free
186,2023-09-30,organico,free
186,2023-10-31,organico,free
186,2023-11-30,organico,free
186,2023-12-31,organico,free
187,2023-11-30,organico,free
187,2023-12-30,organico,free
188,2023-06-30,organico,free
188,2023-07-30,organico,free
188,2023-08-30,organico,free
188,2023-09-30,organico,free
188,2023-10-30,organico,free
188,2023-11-30,organico,free
188,2023-12-30,organico,free
189,2023-07-31,organico,free
189,2023-08-31,organico,free
189,2023-09-30,organico,free
189,2023-10-31,organico,free
189,2023-11-30,organico,free
189,2023-12-31,organico,free
190,2023-01-31,organico,free
190,2023-02-28,organico,free
190,2023-03-31,organico,free
190,2023-04-30,organico,free
190,2023-05-31,organico,free
190,2023-06-30,organico,free
190,2023-07-31,organico,free
190,2023-08-31,organico,free
190,2023-09-30,organico,free
191,2023-01-31,organico,free
191,2023-02-28,organico,free
191,2023-03-31,organico,free
191,2023-04-30,organico,free
191,2023-05-31,organico,free
191,2023-06-30,organico,free
191,2023-07-31,organico,free
191,2023-08-31,organico,free
191,2023-09-30,organico,free
191,2023-10-31,organico,free
192,2023-03-31,ads,free
192,2023-04-30,ads,free
192,2023-05-31,ads,free
192,2023-06-30,ads,free
193,2023-06-30,organico,free
194,2023-12-31,organico,free
195,2023-04-30,ads,free
195,2023-05-30,ads,free
195,2023-06-30,ads,free
195,2023-07-30,ads,free
195,2023-08-30,ads,free
195,2023-09-30,ads,free
195,2023-10-30,ads,free
195,2023-11-30,ads,free
196,2023-11-30,indicacao,free
197,2023-05-31,organico,free
197,2023-06-30,organico,free
197,2023-07-31,organico,free
197,2023-08-31,organico,free
197,2023-09-30,organico,free
197,2023-10-31,organico,free
197,2023-11-30,organico,free
198,2023-04-30,ads,free
198,2023-05-30,ads,free
198,2023-06-30,ads,free
198,2023-07-30,ads,free
198,2023-08-30,ads,free
198,2023-09-30,ads,free
198,2023-10-30,ads,free
198,2023-11-30,ads,free
199,2023-07-31,ads,free
199,2023-08-31,ads,free
199,2023-09-30,ads,free
199,2023-10-31,ads,free
199,2023-11-30,ads,free
199,2023-12-31,ads,free
200,2023-05-31,indicacao,free
200,2023-06-30,indicacao,free
201,2023-04-30,indicacao,premium
201,2023-05-30,indicacao,premium
201,2023-06-30,indicacao,premium
201,2023-07-30,indicacao,premium
201,2023-08-30,indicacao,premium
201,2023-09-30,indicacao,premium
202,2023-06-30,organico,free
202,2023-07-30,organico,free
202,2023-08-30,organico,free
203,2023-09-30,ads,free
203,2023-10-30,ads,free
203,2023-11-30,ads,free
203,2023-12-30,ads,free
204,2023-03-31,ads,free
204,2023-04-30,ads,free
204,2023-05-31,ads,free
204,2023-06-30,ads,free
204,2023-07-31,ads,free
204,2023-08-31,ads,free
204,2023-09-30,ads,free
204,2023-10-31,ads,free
204,2023-11-30,ads,free
204,2023-12-31,ads,free
205,2023-06-30,ads,free
205,2023-07-30,ads,free
205,2023-08-30,ads,free
205,2023-09-30,ads,free
206,2023-01-31,organico,free
206,2023-02-28,organico,free
206,2023-03-31,organico,free
206,2023-04-30,organico,free
206,2023-05-31,organico,free
206,2023-06-30,organico,free
207,2023-05-31,organico,premium
207,2023-06-30,organico,premium
207,2023-07-31,organico,premium
207,2023-08-31,organico,premium
207,2023-09-30,organico,premium
207,2023-10-31,organico,premium
207,2023-11-30,organico,premium
207,2023-12-31,organico,premium
208,2023-03-31,organico,free
208,2023-04-30,organico,free
